PGPR,Dpi,Rep,Gene,Cq
P. fluorescens,4,1,ICS1,25.13
P. fluorescens,4,2,ICS1,25.23
P. fluorescens,4,3,ICS1,25.18
S. marcescens,4,1,ICS1,26.03
S. marcescens,4,2,ICS1,25.97
S. marcescens,4,3,ICS1,26.12
B. subtilis,4,1,ICS1,24.93
B. subtilis,4,2,ICS1,25.01
B. subtilis,4,3,ICS1,24.98
Control,4,1,ICS1,24.61
Control,4,2,ICS1,24.74
Control,4,3,ICS1,24.85
P. fluorescens,7,1,ICS1,25.59
P. fluorescens,7,2,ICS1,25.60
P. fluorescens,7,3,ICS1,25.71
S. marcescens,7,1,ICS1,25.22
S. marcescens,7,2,ICS1,25.16
S. marcescens,7,3,ICS1,25.30
B. subtilis,7,1,ICS1,24.96
B. subtilis,7,2,ICS1,24.99
B. subtilis,7,3,ICS1,24.93
Control,7,1,ICS1,24.90
Control,7,2,ICS1,24.67
Control,7,3,ICS1,24.64
P. fluorescens,10,1,ICS1,24.80
P. fluorescens,10,2,ICS1,25.00
P. fluorescens,10,3,ICS1,24.98
S. marcescens,10,1,ICS1,25.62
S. marcescens,10,2,ICS1,25.60
S. marcescens,10,3,ICS1,25.64
B. subtilis,10,1,ICS1,24.73
B. subtilis,10,2,ICS1,24.50
B. subtilis,10,3,ICS1,24.51
Control,10,1,ICS1,24.42
Control,10,2,ICS1,24.36
Control,10,3,ICS1,24.28
P. fluorescens,1,1,OPR3,26.12
P. fluorescens,1,2,OPR3,26.06
P. fluorescens,1,3,OPR3,26.14
S. marcescens,1,1,OPR3,25.92
S. marcescens,1,2,OPR3,26.08
S. marcescens,1,3,OPR3,26.43
B. subtilis,1,1,OPR3,25.48
B. subtilis,1,2,OPR3,25.51
B. subtilis,1,3,OPR3,26.43
Control,1,1,OPR3,26.18
Control,1,2,OPR3,26.31
Control,1,3,OPR3,26.53
P. fluorescens,4,1,OPR3,25.14
P. fluorescens,4,2,OPR3,24.90
P. fluorescens,4,3,OPR3,25.01
S. marcescens,4,1,OPR3,25.11
S. marcescens,4,2,OPR3,25.19
S. marcescens,4,3,OPR3,25.21
B. subtilis,4,1,OPR3,25.37
B. subtilis,4,2,OPR3,25.15
B. subtilis,4,3,OPR3,25.22
Control,4,1,OPR3,24.81
Control,4,2,OPR3,24.97
Control,4,3,OPR3,25.15
P. fluorescens,7,1,OPR3,25.28
P. fluorescens,7,2,OPR3,25.20
P. fluorescens,7,3,OPR3,25.27
S. marcescens,7,1,OPR3,25.10
S. marcescens,7,2,OPR3,25.25
S. marcescens,7,3,OPR3,25.12
B. subtilis,7,1,OPR3,25.25
B. subtilis,7,2,OPR3,25.46
B. subtilis,7,3,OPR3,25.37
Control,7,1,OPR3,25.16
Control,7,2,OPR3,25.00
Control,7,3,OPR3,24.90
P. fluorescens,10,1,OPR3,25.08
P. fluorescens,10,2,OPR3,25.04
P. fluorescens,10,3,OPR3,24.72
S. marcescens,10,1,OPR3,25.84
S. marcescens,10,2,OPR3,25.79
S. marcescens,10,3,OPR3,25.81
B. subtilis,10,1,OPR3,24.47
B. subtilis,10,2,OPR3,24.60
B. subtilis,10,3,OPR3,24.38
Control,10,1,OPR3,24.14
Control,10,2,OPR3,24.39
Control,10,3,OPR3,24.51
P. fluorescens,1,1,PDF1.2,27.22
P. fluorescens,1,2,PDF1.2,27.16
P. fluorescens,1,3,PDF1.2,27.14
S. marcescens,1,1,PDF1.2,26.61
S. marcescens,1,2,PDF1.2,26.67
S. marcescens,1,3,PDF1.2,26.94
B. subtilis,1,1,PDF1.2,26.72
B. subtilis,1,2,PDF1.2,26.75
B. subtilis,1,3,PDF1.2,26.71
Control,1,1,PDF1.2,27.46
Control,1,2,PDF1.2,27.54
Control,1,3,PDF1.2,27.96
P. fluorescens,4,1,PDF1.2,26.47
P. fluorescens,4,2,PDF1.2,26.39
P. fluorescens,4,3,PDF1.2,26.18
S. marcescens,4,1,PDF1.2,26.22
S. marcescens,4,2,PDF1.2,26.09
S. marcescens,4,3,PDF1.2,26.21
B. subtilis,4,1,PDF1.2,26.74
B. subtilis,4,2,PDF1.2,26.86
B. subtilis,4,3,PDF1.2,26.87
Control,4,1,PDF1.2,26.58
Control,4,2,PDF1.2,26.84
Control,4,3,PDF1.2,27.03
P. fluorescens,7,1,PDF1.2,26.43
P. fluorescens,7,2,PDF1.2,26.50
P. fluorescens,7,3,PDF1.2,26.28
S. marcescens,7,1,PDF1.2,26.13
S. marcescens,7,2,PDF1.2,26.07
S. marcescens,7,3,PDF1.2,26.20
B. subtilis,7,1,PDF1.2,27.09
B. subtilis,7,2,PDF1.2,26.91
B. subtilis,7,3,PDF1.2,27.11
Control,7,1,PDF1.2,27.20
Control,7,2,PDF1.2,26.98
Control,7,3,PDF1.2,27.13
P. fluorescens,10,1,PDF1.2,26.81
P. fluorescens,10,2,PDF1.2,26.83
P. fluorescens,10,3,PDF1.2,26.81
S. marcescens,10,1,PDF1.2,27.31
S. marcescens,10,2,PDF1.2,27.22
S. marcescens,10,3,PDF1.2,27.26
B. subtilis,10,1,PDF1.2,27.25
B. subtilis,10,2,PDF1.2,27.02
B. subtilis,10,3,PDF1.2,27.22
Control,10,1,PDF1.2,26.76
Control,10,2,PDF1.2,26.91
Control,10,3,PDF1.2,27.17
P. fluorescens,1,1,RdR1,27.74
P. fluorescens,1,2,RdR1,27.61
P. fluorescens,1,3,RdR1,27.86
S. marcescens,1,1,RdR1,28.37
S. marcescens,1,2,RdR1,28.35
S. marcescens,1,3,RdR1,28.49
B. subtilis,1,1,RdR1,27.32
B. subtilis,1,2,RdR1,27.18
B. subtilis,1,3,RdR1,27.20
Control,1,1,RdR1,27.02
Control,1,2,RdR1,27.03
Control,1,3,RdR1,27.10
P. fluorescens,4,1,RdR1,25.73
P. fluorescens,4,2,RdR1,25.69
P. fluorescens,4,3,RdR1,25.80
S. marcescens,4,1,RdR1,26.22
S. marcescens,4,2,RdR1,26.16
S. marcescens,4,3,RdR1,26.19
B. subtilis,4,1,RdR1,25.78
B. subtilis,4,2,RdR1,25.95
B. subtilis,4,3,RdR1,25.85
Control,4,1,RdR1,25.93
Control,4,2,RdR1,25.85
Control,4,3,RdR1,25.97
P. fluorescens,7,1,RdR1,25.17
P. fluorescens,7,2,RdR1,25.30
P. fluorescens,7,3,RdR1,25.22
S. marcescens,7,1,RdR1,26.00
S. marcescens,7,2,RdR1,25.63
S. marcescens,7,3,RdR1,
B. subtilis,7,1,RdR1,25.35
B. subtilis,7,2,RdR1,25.24
B. subtilis,7,3,RdR1,25.24
Control,7,1,RdR1,24.71
Control,7,2,RdR1,24.60
Control,7,3,RdR1,24.58
P. fluorescens,10,1,RdR1,25.10
P. fluorescens,10,2,RdR1,25.10
P. fluorescens,10,3,RdR1,25.05
S. marcescens,10,1,RdR1,26.90
S. marcescens,10,2,RdR1,26.64
S. marcescens,10,3,RdR1,26.78
B. subtilis,10,1,RdR1,23.73
B. subtilis,10,2,RdR1,23.93
B. subtilis,10,3,RdR1,24.08
Control,10,1,RdR1,24.38
Control,10,2,RdR1,24.82
Control,10,3,RdR1,24.62
P. fluorescens,1,1,UBQ,19.06
P. fluorescens,1,2,UBQ,19.08
P. fluorescens,1,3,UBQ,19.30
S. marcescens,1,1,UBQ,19.35
S. marcescens,1,2,UBQ,19.47
S. marcescens,1,3,UBQ,19.54
B. subtilis,1,1,UBQ,18.57
B. subtilis,1,2,UBQ,18.69
B. subtilis,1,3,UBQ,18.72
Control,1,1,UBQ,19.67
Control,1,2,UBQ,19.82
Control,1,3,UBQ,19.86
P. fluorescens,4,1,UBQ,18.66
P. fluorescens,4,2,UBQ,18.73
P. fluorescens,4,3,UBQ,18.55
S. marcescens,4,1,UBQ,18.75
S. marcescens,4,2,UBQ,18.67
S. marcescens,4,3,UBQ,19.00
B. subtilis,4,1,UBQ,19.09
B. subtilis,4,2,UBQ,19.21
B. subtilis,4,3,UBQ,19.21
Control,4,1,UBQ,18.81
Control,4,2,UBQ,18.69
Control,4,3,UBQ,18.76
P. fluorescens,7,1,UBQ,18.24
P. fluorescens,7,2,UBQ,18.26
P. fluorescens,7,3,UBQ,18.44
S. marcescens,7,1,UBQ,18.51
S. marcescens,7,2,UBQ,18.57
S. marcescens,7,3,UBQ,18.55
B. subtilis,7,1,UBQ,18.67
B. subtilis,7,2,UBQ,18.66
B. subtilis,7,3,UBQ,18.70
Control,7,1,UBQ,18.71
Control,7,2,UBQ,18.61
Control,7,3,UBQ,18.65
P. fluorescens,10,1,UBQ,18.53
P. fluorescens,10,2,UBQ,18.50
P. fluorescens,10,3,UBQ,18.59
S. marcescens,10,1,UBQ,19.42
S. marcescens,10,2,UBQ,19.42
S. marcescens,10,3,UBQ,19.38
B. subtilis,10,1,UBQ,18.52
B. subtilis,10,2,UBQ,18.50
B. subtilis,10,3,UBQ,18.56
Control,10,1,UBQ,18.75
Control,10,2,UBQ,18.46
Control,10,3,UBQ,18.86
